genre1,genre2,years_together,first_year,last_year
permanent wave,broadway,1,2014,2014
permanent wave,cali rap,1,2014,2014
permanent wave,canadian contemporary r&b,1,2016,2016
permanent wave,canadian country,1,2003,2003
permanent wave,canadian hip hop,2,2009,2016
permanent wave,canadian latin,1,2001,2001
permanent wave,canadian pop,4,2001,2016
permanent wave,candy pop,1,2014,2014
permanent wave,cantautor,1,2005,2005
permanent wave,celtic,1,2001,2001
permanent wave,chicago rap,6,2000,2016
permanent wave,chicano rap,1,2003,2003
permanent wave,classic soul,1,2001,2001
permanent wave,colombian pop,3,2005,2014
permanent wave,complextro,3,2014,2017
permanent wave,conscious hip hop,6,2000,2016
permanent wave,contemporary country,5,2001,2016
permanent wave,country,1,2000,2000
permanent wave,crunk,4,2000,2005
permanent wave,cubaton,1,2014,2014
permanent wave,dance pop,3,2001,2016
permanent wave,dancehall,1,2003,2003
permanent wave,deep latin christian,1,2000,2000
permanent wave,deep pop r&b,3,2000,2009
permanent wave,detroit hip hop,5,2000,2014
permanent wave,dfw rap,1,2016,2016
permanent wave,dirty south rap,4,2005,2016
permanent wave,disco,1,2001,2001
permanent wave,downtempo,1,2001,2001
permanent wave,east coast hip hop,3,2000,2009
permanent wave,edm,2,2014,2016
permanent wave,electro,1,2016,2016
permanent wave,electropop,3,2009,2016
permanent wave,emo,2,2005,2009
permanent wave,europop,1,2003,2003
permanent wave,folk rock,1,2003,2003
permanent wave,folk-pop,1,2003,2003
permanent wave,funk,1,2003,2003
permanent wave,g funk,5,2000,2014
permanent wave,gangster rap,3,2005,2016
permanent wave,garage rock,1,2009,2009
permanent wave,girl group,1,2001,2001
permanent wave,gospel,1,2000,2000
permanent wave,gospel r&b,1,2003,2003
permanent wave,hip hop,3,2000,2009
permanent wave,hip pop,5,2000,2016
permanent wave,house,2,2014,2016
permanent wave,idol,1,2003,2003
permanent wave,indie pop rap,1,2009,2009
permanent wave,indie poptimism,1,2014,2014
permanent wave,indie rock,1,2005,2005
permanent wave,irish rock,1,2001,2001
permanent wave,jam band,1,2001,2001
permanent wave,latin,2,2000,2014
permanent wave,latin viral pop,1,2014,2014
permanent wave,metropopolis,1,2014,2014
permanent wave,miami hip hop,1,2016,2016
permanent wave,modern alternative rock,3,2012,2016
permanent wave,modern rock,3,2009,2016
permanent wave,motown,1,2003,2003
permanent wave,neo mellow,5,2001,2016
permanent wave,neo soul,1,2000,2000
permanent wave,nyc rap,4,2001,2014
permanent wave,pinoy hip hop,1,2016,2016
permanent wave,pop,4,2005,2016
permanent wave,pop punk,1,2016,2016
permanent wave,pop rap,2,2009,2014
permanent wave,pop rock,2,2012,2016
permanent wave,post-teen pop,1,2009,2009
permanent wave,r&b,1,2014,2014
permanent wave,reggae fusion,2,2001,2009
permanent wave,tropical house,1,2014,2014
permanent wave,uk funky,1,2016,2016
philly rap,-,1,2017,2017
philly rap,acoustic pop,1,2003,2003
philly rap,alaska indie,1,2003,2003
philly rap,alternative hip hop,1,2003,2003
philly rap,alternative r&b,1,2017,2017
philly rap,atl hip hop,2,2003,2017
philly rap,atl trap,1,2023,2023
philly rap,australian country,1,2017,2017
philly rap,australian pop,2,2003,2017
philly rap,battle rap,1,2003,2003
philly rap,blues-rock,1,2003,2003
philly rap,british soul,2,2003,2017
philly rap,canadian country,1,2003,2003
philly rap,canadian hip hop,2,2017,2023
philly rap,canadian pop,2,2003,2017
philly rap,chicago rap,2,2003,2017
philly rap,chicano rap,1,2003,2003
philly rap,complextro,1,2017,2017
philly rap,conscious hip hop,1,2003,2003
philly rap,contemporary country,1,2017,2017
philly rap,crunk,1,2003,2003
philly rap,dancehall,1,2003,2003
philly rap,detroit hip hop,2,2003,2017
philly rap,dfw rap,1,2017,2017
philly rap,dirty south rap,1,2017,2017
philly rap,edm,1,2017,2017
philly rap,electro,1,2017,2017
philly rap,electropop,2,2017,2023
philly rap,emo rap,1,2017,2017
philly rap,europop,1,2003,2003
philly rap,florida rap,2,2017,2023
philly rap,folk rock,1,2003,2003
philly rap,folk-pop,1,2003,2003
philly rap,francoton,1,2017,2017
philly rap,funk,1,2003,2003
philly rap,gospel r&b,1,2003,2003
philly rap,hip hop,1,2023,2023
philly rap,idol,1,2003,2003
philly rap,indie pop,1,2017,2017
philly rap,latin,1,2017,2017
philly rap,modern reggae,1,2017,2017
philly rap,motown,1,2003,2003
philly rap,permanent wave,2,2003,2017
philly rap,pop punk,1,2017,2017
philly rap,rap,1,2017,2017
philly rap,reggaeton,1,2023,2023
philly rap,trap music,1,2017,2017
piano rock,atl hip hop,1,2011,2011
piano rock,australian pop,1,2011,2011
piano rock,big room,1,2011,2011
piano rock,british soul,1,2011,2011
piano rock,canadian hip hop,1,2011,2011
piano rock,canadian pop,1,2011,2011
piano rock,celtic rock,1,2011,2011
piano rock,deep dance pop,1,2011,2011
piano rock,detroit hip hop,1,2011,2011
piano rock,dirty south rap,1,2011,2011
piano rock,east coast hip hop,1,2011,2011
piano rock,edm,1,2011,2011
piano rock,folk rock,1,2011,2011
piano rock,g funk,1,2011,2011
piano rock,latin,1,2011,2011
piano rock,pop,1,2011,2011
piano rock,pop rock,1,2011,2011
piano rock,romanian pop,1,2011,2011
pinoy hip hop,bmore,1,2015,2015
pinoy hip hop,brostep,1,2015,2015
pinoy hip hop,dfw rap,1,2016,2016
pinoy hip hop,electropop,1,2015,2015
pop,-,11,2002,2023
pop,acoustic pop,6,2002,2014
pop,adult standards,2,2010,2021
pop,afro dancehall,3,2016,2022
pop,alabama rap,1,2007,2007
pop,alaska indie,1,2002,2002
pop,album rock,1,2015,2015
pop,alternative dance,2,2010,2013
pop,alternative hip hop,1,2002,2002
pop,alternative metal,2,2009,2010
pop,alternative r&b,6,2012,2022
pop,alternative rock,3,2002,2010
pop,art pop,3,2013,2022
pop,atl hip hop,10,2002,2023
pop,atl trap,1,2023,2023
pop,australian country,4,2004,2021
pop,australian dance,5,2002,2016
pop,australian hip hop,1,2014,2014
pop,australian pop,6,2007,2019
pop,baroque pop,2,2006,2019
pop,bass trap,1,2013,2013
pop,bergen indie,1,2012,2012
pop,big beat,1,2002,2002
pop,big room,3,2013,2015
pop,blues-rock,1,2004,2004
pop,bmore,2,2015,2019
pop,bounce,1,2004,2004
pop,boy band,7,2002,2021
pop,british soul,7,2007,2022
pop,broadway,1,2014,2014
pop,brostep,5,2015,2021
pop,cali rap,5,2006,2019
pop,canadian contemporary r&b,5,2015,2022
pop,canadian hip hop,13,2010,2023
pop,canadian latin,2,2002,2006
pop,canadian pop,9,2002,2022
pop,candy pop,1,2013,2013
pop,ccm,1,2019,2019
pop,celtic rock,2,2010,2013
pop,chamber pop,1,2013,2013
pop,chicago drill,2,2020,2022
pop,chicago rap,10,2007,2021
pop,chicano rap,1,2004,2004
pop,colombian pop,4,2002,2021
pop,comic,1,2013,2013
pop,complextro,5,2013,2018
pop,conscious hip hop,8,2002,2019
pop,contemporary country,10,2002,2021
pop,country rap,4,2019,2022
pop,crunk,6,2002,2022
pop,cubaton,1,2014,2014
pop,dance pop,2,2017,2018
pop,dancehall,1,2002,2002
pop,deep groove house,1,2015,2015
pop,deep pop r&b,1,2009,2009
pop,detroit hip hop,10,2002,2020
pop,dfw rap,6,2016,2022
pop,dirty south rap,8,2004,2019
pop,east coast hip hop,3,2006,2020
pop,edm,8,2011,2019
pop,electro,3,2013,2017
pop,electropop,8,2009,2023
pop,emo,5,2005,2015
pop,emo rap,3,2017,2019
pop,escape room,2,2021,2022
pop,eurodance,1,2002,2002
pop,europop,1,2002,2002
pop,florida rap,4,2017,2023
pop,folk rock,1,2011,2011
pop,folk-pop,5,2002,2015
pop,francoton,2,2017,2018
pop,g funk,3,2011,2014
pop,gangster rap,6,2002,2016
pop,garage rock,2,2009,2010
pop,gauze pop,2,2021,2022
pop,ghanaian hip hop,1,2015,2015
pop,glam metal,1,2006,2006
pop,glam rock,1,2022,2022
pop,gospel r&b,1,2004,2004
pop,hip hop,9,2005,2023
pop,hip pop,3,2007,2013
pop,hollywood,1,2019,2019
pop,house,2,2014,2016
pop,houston rap,1,2015,2015
pop,idol,1,2008,2008
pop,indie folk,1,2015,2015
pop,indie pop,3,2015,2018
pop,indie pop rap,1,2009,2009
pop,indie poptimism,1,2014,2014
pop,indie r&b,1,2018,2018
pop,k-pop,2,2020,2021
pop,la indie,1,2013,2013
pop,latin,8,2006,2020
pop,latin viral pop,2,2014,2022
pop,metropopolis,3,2014,2019
pop,miami hip hop,1,2016,2016
pop,modern alternative rock,4,2012,2016
pop,modern reggae,1,2017,2017
pop,modern rock,10,2002,2022
pop,nashville indie,1,2013,2013
pop,neo mellow,7,2002,2016
pop,neo soul,1,2004,2004
pop,neo-singer-songwriter,1,2015,2015
pop,nu metal,1,2006,2006
pop,nyc rap,2,2009,2014
pop,permanent wave,3,2008,2017
pop,philly rap,2,2017,2023
pop,pinoy hip hop,2,2015,2016
pop,pop edm,1,2013,2013
pop,pop house,1,2002,2002
pop,pop punk,2,2016,2017
pop,pop rap,4,2007,2018
pop,pop rock,4,2011,2016
pop,post-teen pop,3,2009,2022
pop,r&b,4,2002,2014
pop,rap,3,2017,2021
pop,rap conscient,1,2020,2020
pop,reggae fusion,3,2009,2019
pop,reggaeton,5,2018,2023
pop,romanian pop,1,2011,2011
pop,scorecore,1,2015,2015
pop,soca,1,2004,2004
pop,trap music,3,2017,2019
pop,tropical house,1,2014,2014
pop,uk funky,1,2016,2016
pop,uk pop,1,2013,2013
pop,viral trap,1,2015,2015
pop edm,alternative dance,1,2013,2013
pop edm,alternative r&b,1,2013,2013
pop edm,art pop,1,2013,2013
pop edm,australian country,1,2013,2013
pop edm,bass trap,1,2013,2013
pop edm,big room,1,2013,2013
pop edm,canadian hip hop,1,2013,2013
pop edm,candy pop,1,2013,2013
pop edm,celtic rock,1,2013,2013
pop edm,chamber pop,1,2013,2013
pop edm,comic,1,2013,2013
pop edm,conscious hip hop,1,2013,2013
pop edm,edm,1,2013,2013
pop edm,electro,1,2013,2013
pop edm,emo,1,2013,2013
pop edm,folk-pop,1,2013,2013
pop edm,hip hop,1,2013,2013
pop edm,hip pop,1,2013,2013
pop edm,la indie,1,2013,2013
pop edm,nashville indie,1,2013,2013
pop edm,neo mellow,1,2013,2013
pop edm,uk pop,1,2013,2013
pop house,acoustic pop,1,2002,2002
pop house,alaska indie,1,2002,2002
pop house,alternative hip hop,1,2002,2002
pop house,boy band,1,2002,2002
pop house,canadian latin,1,2002,2002
pop house,colombian pop,1,2002,2002
pop house,conscious hip hop,1,2002,2002
pop house,crunk,1,2002,2002
pop house,dancehall,1,2002,2002
pop house,folk-pop,1,2002,2002
pop house,gangster rap,1,2002,2002
pop house,modern rock,1,2002,2002
pop house,neo mellow,1,2002,2002
pop house,r&b,1,2002,2002
pop punk,afro dancehall,1,2016,2016
pop punk,alternative r&b,1,2017,2017
pop punk,australian country,1,2017,2017
pop punk,australian pop,1,2017,2017
pop punk,boy band,1,2016,2016
pop punk,british soul,2,2016,2017
pop punk,chicago rap,2,2016,2017
pop punk,complextro,2,2016,2017
pop punk,conscious hip hop,1,2016,2016
pop punk,dfw rap,1,2016,2016
pop punk,dirty south rap,1,2017,2017
pop punk,edm,1,2016,2016
pop punk,electro,2,2016,2017
pop punk,emo rap,1,2017,2017
pop punk,francoton,1,2017,2017
pop punk,house,1,2016,2016
pop punk,modern alternative rock,1,2016,2016
pop punk,modern rock,1,2016,2016
pop punk,neo mellow,1,2016,2016
pop punk,permanent wave,1,2017,2017
pop punk,pinoy hip hop,1,2016,2016
pop punk,trap music,1,2017,2017
pop punk,uk funky,1,2016,2016
pop rap,-,2,2008,2018
pop rap,acoustic pop,3,2008,2010
pop rap,adult standards,1,2010,2010
pop rap,alabama rap,1,2007,2007
pop rap,alternative dance,1,2010,2010
pop rap,alternative metal,2,2009,2010
pop rap,alternative rock,1,2010,2010
pop rap,art pop,1,2014,2014
pop rap,atl hip hop,2,2008,2009
pop rap,australian country,1,2004,2004
pop rap,bassline,1,2008,2008
pop rap,baton rouge rap,1,2008,2008
pop rap,battle rap,1,2004,2004
pop rap,blues-rock,2,2004,2008
pop rap,bounce,1,2004,2004
pop rap,boy band,1,2018,2018
pop rap,brostep,1,2018,2018
pop rap,canadian hip hop,2,2009,2010
pop rap,canadian pop,2,2009,2018
pop rap,ccm,1,2004,2004
pop rap,celtic,1,2004,2004
pop rap,celtic rock,1,2010,2010
pop rap,chicago rap,3,2009,2018
pop rap,chicano rap,1,2004,2004
pop rap,colombian pop,1,2009,2009
pop rap,complextro,1,2018,2018
pop rap,conscious hip hop,1,2008,2008
pop rap,contemporary country,3,2008,2018
pop rap,crunk,2,2008,2018
pop rap,deep pop r&b,1,2009,2009
pop rap,deep southern trap,1,2008,2008
pop rap,detroit hip hop,4,2004,2014
pop rap,dirty south rap,3,2004,2014
pop rap,east coast hip hop,2,2004,2009
pop rap,edm,2,2014,2018
pop rap,electropop,2,2009,2014
pop rap,electropowerpop,1,2008,2008
pop rap,emo,2,2009,2010
pop rap,florida rap,1,2008,2008
pop rap,folk-pop,1,2004,2004
pop rap,francoton,1,2018,2018
pop rap,g funk,3,2008,2014
pop rap,gangster rap,3,2004,2009
pop rap,garage rock,2,2009,2010
pop rap,gospel r&b,1,2004,2004
pop rap,hardcore hip hop,1,2004,2004
pop rap,hip hop,1,2009,2009
pop rap,hip pop,3,2008,2010
pop rap,idol,1,2008,2008
pop rap,indie pop rap,1,2009,2009
pop rap,indie r&b,2,2008,2018
pop rap,latin viral pop,1,2014,2014
pop rap,metropopolis,2,2014,2018
pop rap,modern rock,1,2009,2009
pop rap,neo mellow,4,2004,2010
pop rap,neo r&b,1,2008,2008
pop rap,neo soul,1,2004,2004
pop rap,new orleans rap,1,2008,2008
pop rap,nyc rap,1,2009,2009
pop rap,permanent wave,1,2008,2008
pop rap,pop,3,2004,2009
pop rap,post-teen pop,2,2009,2010
pop rap,r&b,2,2010,2014
pop rap,reggae fusion,1,2009,2009
pop rap,reggaeton,1,2018,2018
pop rap,soca,1,2004,2004
pop rap,trap music,1,2018,2018
pop rock,afro dancehall,1,2016,2016
pop rock,album rock,1,2015,2015
pop rock,alternative r&b,1,2012,2012
pop rock,atl hip hop,1,2015,2015
pop rock,australian dance,1,2012,2012
pop rock,big room,1,2015,2015
pop rock,bmore,1,2015,2015
pop rock,boy band,1,2016,2016
pop rock,british soul,2,2015,2016
pop rock,brostep,1,2015,2015
pop rock,cali rap,1,2015,2015
pop rock,canadian pop,2,2011,2015
pop rock,chicago rap,1,2016,2016
pop rock,complextro,1,2016,2016
pop rock,conscious hip hop,2,2012,2016
pop rock,contemporary country,1,2015,2015
pop rock,crunk,1,2015,2015
pop rock,deep groove house,1,2015,2015
pop rock,dfw rap,1,2016,2016
pop rock,edm,3,2011,2016
pop rock,electro,1,2016,2016
pop rock,electropop,1,2015,2015
pop rock,folk-pop,1,2015,2015
pop rock,g funk,1,2012,2012
pop rock,house,1,2016,2016
pop rock,houston rap,1,2015,2015
pop rock,indie folk,1,2015,2015
pop rock,indie pop,1,2015,2015
pop rock,latin,1,2011,2011
pop rock,modern alternative rock,3,2012,2016
pop rock,modern rock,1,2016,2016
pop rock,neo mellow,2,2015,2016
pop rock,pinoy hip hop,2,2015,2016
pop rock,pop punk,1,2016,2016
pop rock,reggae fusion,1,2015,2015
pop rock,romanian pop,1,2011,2011
pop rock,scorecore,1,2015,2015
pop rock,uk funky,1,2016,2016
pop rock,viral trap,1,2015,2015
post-teen pop,-,1,2022,2022
post-teen pop,acoustic pop,2,2009,2010
post-teen pop,afro dancehall,1,2022,2022
post-teen pop,alternative metal,2,2009,2010
post-teen pop,alternative r&b,1,2022,2022
post-teen pop,alternative rock,1,2010,2010
post-teen pop,art pop,1,2022,2022
post-teen pop,atl hip hop,1,2022,2022
post-teen pop,british soul,1,2022,2022
post-teen pop,canadian contemporary r&b,1,2022,2022
post-teen pop,canadian hip hop,1,2022,2022
post-teen pop,canadian pop,2,2009,2022
post-teen pop,chicago drill,1,2022,2022
post-teen pop,colombian pop,1,2009,2009
post-teen pop,country rap,1,2022,2022
post-teen pop,crunk,1,2022,2022
post-teen pop,deep pop r&b,1,2009,2009
post-teen pop,dfw rap,1,2022,2022
post-teen pop,electropop,1,2009,2009
post-teen pop,emo,2,2009,2010
post-teen pop,escape room,1,2022,2022
post-teen pop,florida rap,1,2022,2022
post-teen pop,gangster rap,1,2009,2009
post-teen pop,garage rock,2,2009,2010
post-teen pop,gauze pop,1,2022,2022
post-teen pop,glam rock,1,2022,2022
post-teen pop,hip hop,1,2022,2022
post-teen pop,indie pop rap,1,2009,2009
post-teen pop,latin viral pop,1,2022,2022
post-teen pop,modern rock,1,2022,2022
post-teen pop,neo mellow,1,2009,2009
post-teen pop,nyc rap,1,2009,2009
post-teen pop,r&b,1,2010,2010
post-teen pop,reggae fusion,1,2009,2009
post-teen pop,reggaeton,1,2022,2022
r&b,-,1,2008,2008
r&b,acoustic pop,2,2002,2008
r&b,alaska indie,1,2002,2002
r&b,alternative hip hop,1,2002,2002
r&b,atl hip hop,1,2008,2008
r&b,australian country,1,2004,2004
r&b,australian pop,1,2008,2008
r&b,bassline,1,2008,2008
r&b,baton rouge rap,1,2008,2008
r&b,battle rap,1,2004,2004
r&b,blues-rock,2,2004,2008
r&b,bounce,1,2004,2004
r&b,boy band,2,2002,2008
r&b,cali rap,1,2006,2006
r&b,canadian latin,2,2002,2006
r&b,ccm,1,2004,2004
r&b,celtic,1,2004,2004
r&b,chicago rap,1,2008,2008
r&b,chicano rap,2,2004,2008
r&b,colombian pop,1,2002,2002
r&b,conscious hip hop,2,2002,2008
r&b,contemporary country,1,2008,2008
r&b,crunk,2,2002,2008
r&b,deep southern trap,1,2008,2008
r&b,detroit hip hop,3,2004,2014
r&b,dirty south rap,2,2004,2008
r&b,east coast hip hop,2,2004,2006
r&b,electropowerpop,1,2008,2008
r&b,emo,1,2010,2010
r&b,florida rap,1,2008,2008
r&b,folk-pop,2,2002,2004
r&b,g funk,2,2008,2014
r&b,gangster rap,3,2004,2008
r&b,garage rock,1,2010,2010
r&b,glam metal,1,2006,2006
r&b,gospel r&b,1,2004,2004
r&b,hardcore hip hop,1,2004,2004
r&b,hip pop,1,2008,2008
r&b,idol,1,2008,2008
r&b,indie r&b,1,2008,2008
r&b,latin,1,2006,2006
r&b,modern rock,1,2002,2002
r&b,neo mellow,4,2002,2008
r&b,neo r&b,1,2008,2008
r&b,neo soul,1,2004,2004
r&b,new orleans rap,1,2008,2008
r&b,nu metal,1,2006,2006
r&b,permanent wave,1,2008,2008
r&b,pop,2,2004,2008
r&b,pop rap,2,2004,2008
r&b,soca,1,2004,2004
rap,-,2,2020,2021
rap,adult standards,1,2021,2021
rap,alternative r&b,1,2017,2017
rap,atl hip hop,1,2020,2020
rap,australian country,2,2017,2021
rap,australian pop,1,2017,2017
rap,boy band,3,2019,2021
rap,british soul,1,2017,2017
rap,brostep,2,2020,2021
rap,cali rap,1,2019,2019
rap,canadian contemporary r&b,1,2020,2020
rap,canadian hip hop,1,2020,2020
rap,ccm,1,2019,2019
rap,chicago drill,1,2020,2020
rap,chicago rap,2,2017,2020
rap,colombian pop,1,2021,2021
rap,complextro,1,2017,2017
rap,conscious hip hop,1,2019,2019
rap,country rap,2,2019,2020
rap,detroit hip hop,1,2020,2020
rap,dfw rap,1,2020,2020
rap,dirty south rap,2,2017,2019
rap,east coast hip hop,1,2020,2020
rap,edm,2,2017,2019
rap,electro,1,2017,2017
rap,emo rap,2,2017,2019
rap,escape room,1,2021,2021
rap,florida rap,2,2017,2019
rap,francoton,1,2017,2017
rap,hip hop,1,2020,2020
rap,hollywood,1,2019,2019
rap,indie pop,1,2017,2017
rap,k-pop,1,2020,2020
rap,latin,1,2020,2020
rap,permanent wave,1,2017,2017
rap,pop,1,2020,2020
rap,pop punk,1,2017,2017
rap,rap conscient,1,2020,2020
rap,trap music,2,2017,2020
rap conscient,-,1,2020,2020
rap conscient,atl hip hop,1,2020,2020
rap conscient,boy band,1,2020,2020
rap conscient,brostep,1,2020,2020
rap conscient,canadian hip hop,1,2020,2020
rap conscient,chicago drill,1,2020,2020
rap conscient,country rap,1,2020,2020
rap conscient,detroit hip hop,1,2020,2020
rap conscient,dfw rap,1,2020,2020
rap conscient,east coast hip hop,1,2020,2020
rap conscient,hip hop,1,2020,2020
rap conscient,k-pop,1,2020,2020
rap conscient,latin,1,2020,2020
reggae fusion,-,1,2001,2001
reggae fusion,album rock,1,2001,2001
reggae fusion,alternative hip hop,1,2001,2001
reggae fusion,alternative metal,1,2001,2001
reggae fusion,atl hip hop,1,2001,2001
reggae fusion,australian pop,1,2001,2001
reggae fusion,baroque pop,1,2019,2019
reggae fusion,bmore,1,2015,2015
reggae fusion,boy band,1,2019,2019
reggae fusion,british soul,1,2001,2001
reggae fusion,brostep,2,2015,2019
reggae fusion,cali rap,1,2019,2019
reggae fusion,canadian hip hop,1,2019,2019
reggae fusion,canadian latin,1,2001,2001
reggae fusion,canadian pop,3,2001,2019
reggae fusion,ccm,1,2019,2019
reggae fusion,celtic,1,2001,2001
reggae fusion,chicago rap,1,2019,2019
reggae fusion,classic soul,1,2001,2001
reggae fusion,colombian pop,1,2009,2009
reggae fusion,conscious hip hop,2,2001,2019
reggae fusion,country rap,1,2019,2019
